Event_ID,Line,Station,TS,Part_No,Part_Description,BOM_Valid,Torque_Nm,Temp_C,Pressure,Defect,VIN,Supplier,Supplier_Name,Supplier_Country,Work_Order,Work_Order_VIN_Valid,Tool_ID,Tool_Description,Tool_Valid,Inspection_Source,Scrap_Reason,Scrap_Reason_Description,Energy_kWh,Warranty_Claim,Plan_Production,Shift,Sensor_Anomaly,Cycle_Time_Seconds,Cycle_Time_Minutes,Cycle_Time_Valid,Cycle_Time_Anomaly,Rework,Cleaning_Issues
EVT-00475,GA-3,STN-03,2025-06-10 09:13:40,789-GHI,Steering Rack,True,47.43,89.28,19.5,None,3VYTUL7FFFR2GX3KV,SUP-01,Atlas Fasteners,India,WO-2025249,True,T-103,Vision Alignment Rig,True,camera,S1,Material Defect,3.29,No,118,A,True,,,True,False,False,
EVT-00476,GA-3,STN-03,2025-09-15 07:27:00,101-JKL,Battery Cooling Harness,True,21.42,101.5,43.6,None,2ZFT0F73344NLY4FS,SUP-05,Prime Casting Solutions,Japan,WO-2025116,True,T-103,Vision Alignment Rig,True,sensor,,,2.84,No,111,A,True,298.0,4.97,True,False,False,
EVT-00477,GA-1,STN-01,2025-03-18 17:06:00,123-ABC,Front Axle Assembly,True,64.57,126.3,32.5,None,HCDBRV4D4NHW23DK0,SUP-09,Nova Sensor Systems,South Korea,WO-2025183,True,T-101,Fixture Clamp,True,manual,S3,Assembly Error,2.89,No,115,B,True,,,True,False,False,
EVT-00478,GA-2,STN-05,2025-11-23 12:53:12,303-PQR,Door Lock Module,True,58.55,49.0,44.5,None,M6SDM8SVGCHPLS997,SUP-05,Prime Casting Solutions,Japan,WO-2025269,True,T-105,Press Tool,True,manual,S3,Assembly Error,3.89,No,112,A,True,114.0,1.9,True,False,False,
EVT-00479,GA-1,STN-01,2025-07-06 19:36:48,101-JKL,Battery Cooling Harness,True,28.97,101.1,49.6,None,VG8BB4DXVPCKWLYUH,SUP-05,Prime Casting Solutions,Japan,WO-2025247,True,T-101,Fixture Clamp,True,manual,,,2.65,No,116,B,True,2504328.0,41738.8,False,True,False,invalid_cycle_time
EVT-00480,GA-1,STN-09,2025-07-23 15:49:18,789-GHI,Steering Rack,True,51.92,86.3,51.5,None,D76U0N9CDE4CVR8HJ,SUP-05,Prime Casting Solutions,Japan,WO-2025012,True,T-109,End-of-Line Scanner,True,manual,,,2.34,No,120,B,False,110.0,1.83,True,False,False,
EVT-00481,GA-3,STN-03,2025-01-17 08:23:00,202-MNO,Brake Cylinder,True,57.63,88.9,35.3,None,VL07XKKMZ6VG6GJ99,SUP-02,Precision Motion Works,Germany,WO-2025186,True,T-103,Vision Alignment Rig,True,manual,S4,Sensor Fault,4.29,No,111,A,False,266.0,4.43,True,False,False,
EVT-00482,GA-3,STN-07,2025-05-12 11:18:42,789-GHI,Steering Rack,True,61.91,90.11,35.8,None,YK9G33UN6SACUU5MZ,SUP-01,Atlas Fasteners,India,WO-2025229,True,T-107,Seal Applicator,True,sensor,,,2.94,No,117,A,False,195.0,3.25,True,False,True,
EVT-00483,GA-2,STN-09,2025-09-18 09:23:17,789-GHI,Steering Rack,True,47.33,96.89,67.1,None,E2ZBM0RTCURN8Z954,SUP-05,Prime Casting Solutions,Japan,WO-2025089,True,T-109,End-of-Line Scanner,True,manual,,,2.34,No,113,A,True,272.0,4.53,True,False,False,
EVT-00484,GA-3,STN-02,2025-11-16 15:02:00,303-PQR,Door Lock Module,True,55.59,91.78,52.9,None,533ATBBT7DKH5BBKW,SUP-09,Nova Sensor Systems,South Korea,WO-2025140,True,T-102,Torque Gun,True,manual,S3,Assembly Error,3.31,No,115,B,False,300.0,5.0,True,False,False,
EVT-00485,GA-3,STN-07,2025-10-19 18:05:00,202-MNO,Brake Cylinder,True,87.01,101.1,61.6,None,CJE8T3BB9S4Y1W4DY,SUP-11,Vector Drive Components,USA,WO-2025052,True,T-107,Seal Applicator,True,camera,,,3.84,No,113,B,True,244.0,4.07,True,False,True,
EVT-00486,GA-2,STN-07,2025-05-25 10:39:36,456-DEF,Rear Suspension Module,True,62.42,89.1,37.1,None,BVY577KEPB6R4EKE5,SUP-01,Atlas Fasteners,India,WO-2025161,True,T-107,Seal Applicator,True,camera,,,2.63,No,107,A,False,80.0,1.33,True,False,False,
EVT-00487,GA-3,STN-03,2025-11-04 20:31:33,303-PQR,Door Lock Module,True,47.74,119.3,40.4,None,6TUNX8EY6XASRW3YN,SUP-11,Vector Drive Components,USA,WO-2025125,True,T-103,Vision Alignment Rig,True,manual,S3,Assembly Error,4.25,No,112,B,True,213.0,3.55,True,False,True,
EVT-00488,GA-1,STN-01,2025-07-17 15:34:32,202-MNO,Brake Cylinder,True,63.75,89.5,51.5,None,MZXF5SDZLX4STXG4P,SUP-05,Prime Casting Solutions,Japan,WO-2025129,True,T101,,False,manual,S1,Material Defect,2.59,No,119,B,False,264.0,4.4,True,False,False,invalid_tool_id
EVT-00489,GA-3,STN-05,2025-02-15 20:26:01,456-DEF,Rear Suspension Module,True,65.08,91.11,42.6,None,5PGJM11HALT1JAW9N,SUP-05,Prime Casting Solutions,Japan,WO-2025285,True,T-105,Press Tool,True,sensor,S1,Material Defect,3.75,No,114,B,False,306.0,5.1,True,False,True,
EVT-00490,GA-3,STN-05,2025-12-08 06:04:44,101-JKL,Battery Cooling Harness,True,49.57,92.8,20.0,None,57W67GTEXMTS5F866,SUP-11,Vector Drive Components,USA,WO-2025256,True,T-105,Press Tool,True,manual,,,4.22,No,120,A,True,284.0,4.73,True,False,False,
EVT-00492,GA-2,STN-03,2025-04-20 09:00:24,202-MNO,Brake Cylinder,True,49.57,89.8,40.9,None,P8CTJAUKSLE03E8SK,SUP-01,Atlas Fasteners,India,WO-2025291,True,T-103,Vision Alignment Rig,True,manual,,,2.9,No,113,A,False,208.0,3.47,True,False,False,
EVT-00493,GA-1,STN-09,2025-08-12 17:22:15,456-DEF,Rear Suspension Module,True,55.08,95.9,40.4,None,PY4LYTJ00A0EN5PSY,SUP-11,Vector Drive Components,USA,WO-2025204,True,T-109,End-of-Line Scanner,True,camera,,,2.97,No,121,B,False,375.0,6.25,True,False,False,
EVT-00494,GA-1,STN-02,2025-08-19 07:53:10,123-ABC,Front Axle Assembly,True,58.45,97.9,32.7,None,VETJWW88D1G7T7RMZ,SUP-02,Precision Motion Works,Germany,WO-2025130,True,T-102,Torque Gun,True,camera,,,2.52,No,121,A,False,308.0,5.13,True,False,False,
EVT-00495,GA-2,STN-02,2025-10-24 16:42:47,123-ABC,Front Axle Assembly,True,42.43,90.6,32.6,None,LVSAAJ84SY6PTZJDK,SUP-11,Vector Drive Components,USA,WO-2025025,True,T-102,Torque Gun,True,sensor,S2,Torque Failure,3.64,No,109,B,False,215.0,3.58,True,False,False,
EVT-00496,GA-1,STN-02,2025-11-17 07:33:42,303-PQR,Door Lock Module,True,59.67,98.61,35.1,Reject,PUVY6J2ZFTLSZP891,SUP-01,Atlas Fasteners,India,WO-2025193,True,T-102,Torque Gun,True,sensor,S2,Torque Failure,3.78,No,117,A,False,355.0,5.92,True,False,False,
EVT-00497,GA-2,STN-05,2025-10-07 16:08:43,456-DEF,Rear Suspension Module,True,59.16,79.78,40.0,None,ZDF2KH27UBT5CKFEX,SUP-02,Precision Motion Works,Germany,WO-2025103,True,T-105,Press Tool,True,camera,S1,Material Defect,3.85,No,115,B,False,188.0,3.13,True,False,False,
EVT-00498,GA-2,STN-03,2025-09-14 14:16:17,101-JKL,Battery Cooling Harness,True,26.72,85.9,44.8,None,6LBCHZ3U5S31F17GR,SUP-09,Nova Sensor Systems,South Korea,WO-2025121,True,T-103,Vision Alignment Rig,True,camera,S2,Torque Failure,3.77,No,109,B,True,77.0,1.28,True,False,False,
EVT-00499,GA-3,STN-05,2025-09-07 11:21:57,303-PQR,Door Lock Module,True,61.2,101.2,51.8,None,BRBDXNA3LF4UL0KJZ,SUP-01,Atlas Fasteners,India,WO-2025219,True,T-105,Press Tool,True,camera,S2,Torque Failure,4.91,Yes,114,A,False,389.0,6.48,True,False,False,
EVT-00500,GA-1,STN-03,2025-11-01 20:32:34,303-PQR,Door Lock Module,True,23.26,101.1,35.9,None,7LNX4WTTTVSALDPL6,SUP-05,Prime Casting Solutions,Japan,WO-2025007,True,T-103,Vision Alignment Rig,True,manual,S2,Torque Failure,4.13,No,115,B,True,30.0,0.5,True,False,False,
EVT-00501,GA-3,STN-03,2025-04-11 11:13:14,789-GHI,Steering Rack,True,64.57,98.4,64.0,None,UM6Y4K4PXA4S0MXDD,SUP-01,Atlas Fasteners,India,WO-2025133,True,T-103,Vision Alignment Rig,True,camera,S2,Torque Failure,4.25,No,115,A,True,14.0,0.23,True,False,False,
EVT-00502,GA-3,STN-01,2025-02-12 12:40:00,123-ABC,Front Axle Assembly,True,87.92,87.8,44.8,None,BWKL084FDSPZF2JYJ,SUP-11,Vector Drive Components,USA,WO-2025277,True,T-101,Fixture Clamp,True,manual,,,2.68,No,115,A,True,,,True,False,False,
EVT-00503,GA-2,STN-09,2025-08-02 19:31:13,456-DEF,Rear Suspension Module,True,52.22,87.11,41.5,None,ETSA00YWKK0CPHY0B,SUP-09,Nova Sensor Systems,South Korea,WO-2025297,True,T-109,End-of-Line Scanner,True,camera,S2,Torque Failure,2.44,No,111,B,False,743.0,12.38,False,True,False,invalid_cycle_time
EVT-00504,GA-1,STN-01,2025-11-17 07:27:47,303-PQR,Door Lock Module,True,44.06,80.7,33.7,Reject,PUVY6J2ZFTLSZP891,SUP-01,Atlas Fasteners,India,WO-2025193,True,T-101,Fixture Clamp,True,manual,S1,Material Defect,2.73,No,121,A,False,,,True,False,False,
EVT-00505,GA-3,STN-03,2025-04-09 11:03:04,303-PQR,Door Lock Module,True,53.55,81.2,43.5,None,ZMV5917HF3FPF72PZ,SUP-02,Precision Motion Works,Germany,WO-2025001,True,T-103,Vision Alignment Rig,True,camera,,,4.15,No,117,A,False,412.0,6.87,True,False,False,
EVT-00506,GA-1,STN-02,2025-08-08 10:57:11,202-MNO,Brake Cylinder,True,57.02,81.1,41.3,None,F8K5GBABPJ1TE8X9V,SUP-01,Atlas Fasteners,India,WO-2025117,True,T-102,Torque Gun,True,sensor,S4,Sensor Fault,2.86,No,123,A,False,364.0,6.07,True,False,False,
EVT-00507,GA-3,STN-03,2025-12-10 16:02:52,123-ABC,Front Axle Assembly,True,29.99,92.4,33.4,None,13L4J0XZJY7BTSBAJ,SUP-01,Atlas Fasteners,India,WO-2025090,True,T-103,Vision Alignment Rig,True,sensor,S3,Assembly Error,4.41,No,119,B,True,186.0,3.1,True,False,False,
EVT-00508,GA-3,STN-09,2025-08-21 17:11:54,303-PQR,Door Lock Module,True,45.29,83.6,43.7,None,TWJPRX6DUK7N8LA21,SUP-09,Nova Sensor Systems,South Korea,WO-2025011,True,T-109,End-of-Line Scanner,True,camera,S4,Sensor Fault,2.72,No,110,B,False,347.0,5.78,True,False,False,
EVT-00509,GA-2,STN-02,2025-11-02 10:02:55,303-PQR,Door Lock Module,True,59.47,85.0,49.5,None,6X62JY3L1BN00JWUH,SUP-05,Prime Casting Solutions,Japan,WO-2025155,True,T-102,Torque Gun,True,sensor,S2,Torque Failure,3.2,Yes,115,A,False,215.0,3.58,True,False,False,
EVT-00510,GA-1,STN-02,2025-04-03 19:34:44,303-PQR,Door Lock Module,True,46.61,93.11,52.1,None,TB6YNKD7YS49W8JNT,SUP-01,Atlas Fasteners,India,WO-2025244,True,T-102,Torque Gun,True,manual,S2,Torque Failure,2.69,No,118,B,False,176.0,2.93,True,False,False,
EVT-00511,GA-2,STN-02,2025-01-08 15:04:32,789-GHI,Steering Rack,True,52.43,92.1,38.3,None,JTNZM42TK1641TEJP,SUP-05,Prime Casting Solutions,Japan,WO-2025131,True,T-102,Torque Gun,True,sensor,S2,Torque Failure,2.26,No,114,B,False,184.0,3.07,True,False,False,
EVT-00512,GA-1,STN-05,2025-07-19 14:20:00,101-JKL,Battery Cooling Harness,True,40.29,93.8,49.0,None,XW6FLWZXARKE5AJS2,SUP-05,Prime Casting Solutions,Japan,WO-2025079,True,T-105,Press Tool,True,manual,S3,Assembly Error,5.73,No,118,B,False,28.0,0.47,True,False,True,
EVT-00513,GA-2,STN-03,2025-05-18 12:25:41,202-MNO,Brake Cylinder,True,64.57,95.4,33.7,None,U20NH2MKTLP87VSGD,SUP-01,Atlas Fasteners,India,WO-2025220,True,T-103,Vision Alignment Rig,True,sensor,S1,Material Defect,4.46,No,105,A,False,208.0,3.47,True,False,False,
EVT-00514,GA-2,STN-07,2025-06-03 16:26:00,101-JKL,Battery Cooling Harness,True,41.82,101.4,53.7,None,A7RGZYV66XKZZK9WJ,SUP-05,Prime Casting Solutions,Japan,WO-2025223,True,T-107,Seal Applicator,True,sensor,,,2.43,No,108,B,False,123.0,2.05,True,False,False,
EVT-00515,GA-3,STN-03,2025-09-11 15:53:21,456-DEF,Rear Suspension Module,True,46.31,91.28,33.1,None,000Y6B2KLWHN4P0PD,SUP-09,Nova Sensor Systems,South Korea,WO-2025126,True,T-103,Vision Alignment Rig,True,manual,S3,Assembly Error,2.99,No,115,B,False,381.0,6.35,True,False,False,
EVT-00516,GA-2,STN-05,2025-09-05 18:16:34,789-GHI,Steering Rack,True,42.64,101.72,46.3,Repair,8L5KBUT6GTC3GLD3U,SUP-05,Prime Casting Solutions,Japan,WO-2025279,True,T-105,Press Tool,True,camera,,,5.22,No,106,B,False,454.0,7.57,True,False,True,
EVT-00517,GA-1,STN-01,2025-12-20 17:00:18,789-GHI,Steering Rack,True,21.22,81.72,22.2,None,G0X3GXVFRF427UT26,SUP-05,Prime Casting Solutions,Japan,WO-2025248,True,T-101,Fixture Clamp,True,manual,S2,Torque Failure,3.2,No,118,B,True,,,True,False,False,
EVT-00518,GA-2,STN-01,2025-05-24 10:39:00,303-PQR,Door Lock Module,True,54.16,85.0,46.6,None,9LXEYVFMTJBX9ZWMY,SUP-01,Atlas Fasteners,India,WO-2025299,True,T101,,False,camera,S1,Material Defect,2.67,No,109,A,False,,,True,False,False,invalid_tool_id
EVT-00519,GA-2,STN-03,2025-01-08 15:07:42,789-GHI,Steering Rack,True,49.98,85.89,53.7,None,JTNZM42TK1641TEJP,SUP-05,Prime Casting Solutions,Japan,WO-2025131,True,T-103,Vision Alignment Rig,True,manual,,,3.02,No,112,B,False,190.0,3.17,True,False,False,
EVT-00520,GA-2,STN-05,2025-05-24 11:10:00,303-PQR,Door Lock Module,True,51.51,80.0,38.5,None,9LXEYVFMTJBX9ZWMY,SUP-01,Atlas Fasteners,India,WO-2025299,True,T-105,Press Tool,True,sensor,S4,Sensor Fault,5.15,No,105,A,False,357.0,5.95,True,False,True,
EVT-00521,GA-2,STN-03,2025-07-13 05:34:53,101-JKL,Battery Cooling Harness,True,62.42,97.5,40.1,None,RPLNDA0C1B4MTKZXK,SUP-09,Nova Sensor Systems,South Korea,WO-2025016,True,T-103,Vision Alignment Rig,True,camera,,,4.17,No,113,C,False,233.0,3.88,True,False,False,
EVT-00522,GA-2,STN-03,2025-11-01 10:20:56,101-JKL,Battery Cooling Harness,True,48.04,81.0,40.2,None,6HB3TUW4CHFUM574H,SUP-09,Nova Sensor Systems,South Korea,WO-2025242,True,T-103,Vision Alignment Rig,True,sensor,S3,Assembly Error,3.08,No,109,A,False,395.0,6.58,True,False,False,
EVT-00523,GA-3,STN-07,2025-05-18 18:00:38,202-MNO,Brake Cylinder,True,57.12,96.2,37.8,None,67PNMMMF229AZKR3J,SUP-05,Prime Casting Solutions,Japan,WO-2025253,True,T-107,Seal Applicator,True,camera,S1,Material Defect,2.58,No,119,B,False,320.0,5.33,True,False,False,
EVT-00524,GA-3,STN-03,2025-06-10 10:56:00,789-GHI,Steering Rack,True,49.78,54.89,37.5,None,BY0GK7U5BFYPFX8YE,SUP-02,Precision Motion Works,Germany,WO-2025120,True,T-103,Vision Alignment Rig,True,camera,S3,Assembly Error,3.85,Yes,114,A,True,86.0,1.43,True,False,False,
EVT-00525,GA-2,STN-03,2025-06-14 14:35:45,789-GHI,Steering Rack,True,54.47,87.6,53.8,None,FTJNRNZN5SDCHKXLN,SUP-05,Prime Casting Solutions,Japan,WO-2025270,True,T-103,Vision Alignment Rig,True,sensor,,,2.9,No,107,B,False,631.0,10.52,False,True,False,invalid_cycle_time
EVT-00526,GA-2,STN-09,2025-10-01 19:06:03,789-GHI,Steering Rack,True,88.74,80.6,21.1,None,CL7XYD6KKSKAB1Z2M,SUP-09,Nova Sensor Systems,South Korea,WO-2025261,True,T-109,End-of-Line Scanner,True,sensor,S4,Sensor Fault,2.87,No,114,B,True,123.0,2.05,True,False,False,
EVT-00527,GA-1,STN-03,2025-02-14 16:11:44,123-ABC,Front Axle Assembly,True,22.13,84.0,32.1,None,VDUMJ53UHTM96FF31,SUP-09,Nova Sensor Systems,South Korea,WO-2025170,True,T-103,Vision Alignment Rig,True,sensor,,,3.94,No,117,B,True,207.0,3.45,True,False,False,
EVT-00528,GA-1,STN-05,2025-07-03 15:32:00,456-DEF,Rear Suspension Module,True,46.92,92.78,32.4,None,VLP2241AFV3C40XAM,SUP-09,Nova Sensor Systems,South Korea,WO-2025272,True,T-105,Press Tool,True,sensor,S2,Torque Failure,4.96,No,121,B,False,485.0,8.08,True,False,False,
EVT-00529,GA-3,STN-01,2025-05-16 11:57:51,789-GHI,Steering Rack,True,44.78,87.72,47.4,None,83CZ7PMK9H8DE71R3,SUP-09,Nova Sensor Systems,South Korea,WO-2025289,True,T-101,Fixture Clamp,True,camera,S4,Sensor Fault,2.01,No,116,A,False,,,True,False,False,
EVT-00530,GA-3,STN-01,2025-07-11 05:44:15,202-MNO,Brake Cylinder,True,53.75,92.5,50.9,None,AE9CVW2FHCV5MP7GD,SUP-02,Precision Motion Works,Germany,WO-2025240,True,T-101,Fixture Clamp,True,manual,,,2.88,No,116,C,False,,,True,False,False,
EVT-00531,GA-1,STN-05,2025-06-17 14:13:44,101-JKL,Battery Cooling Harness,True,63.95,83.11,48.8,None,SD4T0TK49JVN7T65K,SUP-01,Atlas Fasteners,India,WO-2025003,True,T-105,Press Tool,True,manual,,,5.78,No,118,B,False,233.0,3.88,True,False,True,
EVT-00532,GA-3,STN-02,2025-03-16 10:13:23,456-DEF,Rear Suspension Module,True,75.99,94.4,44.2,None,8374WBEHDNP9GZTK0,SUP-09,Nova Sensor Systems,South Korea,WO-2025259,True,T-102,Torque Gun,True,camera,S3,Assembly Error,3.02,No,119,A,True,306.0,5.1,True,False,False,
EVT-00533,GA-1,STN-05,2025-01-14 17:44:00,202-MNO,Brake Cylinder,True,45.9,96.2,35.4,None,6FTL5XNA34TVBGWNK,SUP-05,Prime Casting Solutions,Japan,WO-2025267,True,T-105,Press Tool,True,sensor,,,4.36,No,117,B,False,85.0,1.42,True,False,False,
EVT-00534,GA-2,STN-07,2025-10-24 16:39:12,123-ABC,Front Axle Assembly,True,61.0,95.11,45.8,None,LVSAAJ84SY6PTZJDK,SUP-11,Vector Drive Components,USA,WO-2025025,True,T-107,Seal Applicator,True,manual,,,2.6,Yes,105,B,False,132.0,2.2,True,False,False,
EVT-00535,GA-1,STN-07,2025-05-08 10:52:27,789-GHI,Steering Rack,True,58.85,88.39,41.1,None,YN9VYEJNJD5ULPC8D,SUP-02,Precision Motion Works,Germany,WO-2025061,True,T-107,Seal Applicator,True,camera,,,3.62,No,117,A,False,145.0,2.42,True,False,False,
EVT-00536,GA-3,STN-02,2025-10-12 07:23:24,456-DEF,Rear Suspension Module,True,53.55,88.6,32.2,None,T2VS0FB8Y7JMTE3V7,SUP-05,Prime Casting Solutions,Japan,WO-2025108,True,T-102,Torque Gun,True,sensor,,,3.79,No,119,A,False,,,True,False,False,
EVT-00537,GA-2,STN-07,2025-12-11 07:05:38,123-ABC,Front Axle Assembly,True,29.27,89.6,34.1,None,06EW5K03NXYSPG983,SUP-09,Nova Sensor Systems,South Korea,WO-2025034,True,T-107,Seal Applicator,True,manual,S1,Material Defect,3.49,No,105,A,True,2505315.0,41755.25,False,True,False,invalid_cycle_time
EVT-00538,GA-1,STN-05,2025-10-09 18:49:33,789-GHI,Steering Rack,True,43.76,89.1,45.5,None,UF1RU6VTPVXEHAJHJ,SUP-05,Prime Casting Solutions,Japan,WO-2025123,True,T-105,Press Tool,True,sensor,,,5.38,No,120,B,False,809.0,13.48,False,True,False,invalid_cycle_time
EVT-00539,GA-2,STN-01,2025-10-04 18:08:15,202-MNO,Brake Cylinder,True,62.02,111.39,41.8,None,4Z8M7YXZ0S4CV37TC,SUP-01,Atlas Fasteners,India,WO-2025260,True,T-101,Fixture Clamp,True,sensor,S4,Sensor Fault,2.89,No,111,B,True,,,True,False,False,
EVT-00540,GA-1,STN-01,2025-09-10 18:26:57,789-GHI,Steering Rack,True,49.37,99.39,37.9,None,UF1RU6VTPVXEHAJHJ,SUP-05,Prime Casting Solutions,Japan,WO-2025123,True,T-101,Fixture Clamp,True,sensor,S4,Sensor Fault,2.5,No,117,B,False,,,True,False,False,
EVT-00541,GA-3,STN-07,2025-06-14 16:54:19,789-GHI,Steering Rack,True,57.63,92.78,37.3,None,3K9JB79ZK65XRPLRF,SUP-05,Prime Casting Solutions,Japan,WO-2025070,True,T-107,Seal Applicator,True,manual,S1,Material Defect,3.84,No,120,B,False,739.0,12.32,False,True,False,invalid_cycle_time
EVT-00542,GA-3,STN-01,2025-12-11 15:04:46,456-DEF,Rear Suspension Module,True,42.53,91.7,21.2,None,6XM2YTR5JDXA787VA,SUP-09,Nova Sensor Systems,South Korea,WO-2025095,True,T101,,False,camera,S1,Material Defect,2.14,No,118,B,True,2504791.0,41746.52,False,True,False,invalid_cycle_time; invalid_tool_id
EVT-00543,GA-1,STN-02,2025-06-04 08:27:00,789-GHI,Steering Rack,True,56.2,100.11,42.8,Repair,BAML519CXKYCMNNWV,SUP-11,Vector Drive Components,USA,WO-2025081,True,T-102,Torque Gun,True,sensor,S4,Sensor Fault,2.73,No,125,A,False,162.0,2.7,True,False,False,
EVT-00544,GA-2,STN-01,2025-02-10 12:21:00,303-PQR,Door Lock Module,True,83.95,78.72,41.6,None,1VKBG4FK229FRJ0H9,SUP-01,Atlas Fasteners,India,WO-2025184,True,T-101,Fixture Clamp,True,camera,,,2.66,No,109,A,True,,,True,False,False,
EVT-00545,GA-3,STN-02,2025-02-12 12:40:51,123-ABC,Front Axle Assembly,True,57.12,88.72,37.5,None,BWKL084FDSPZF2JYJ,SUP-11,Vector Drive Components,USA,WO-2025277,True,T-102,Torque Gun,True,camera,,,3.7,No,114,A,False,51.0,0.85,True,False,False,
EVT-00546,GA-2,STN-03,2025-04-08 12:25:07,101-JKL,Battery Cooling Harness,True,46.31,80.7,53.4,None,RYL6SRHY3TBSB3UG1,SUP-11,Vector Drive Components,USA,WO-2025216,True,T-103,Vision Alignment Rig,True,camera,,,3.16,No,109,A,False,247.0,4.12,True,False,False,
EVT-00547,GA-3,STN-02,2025-04-03 16:17:00,456-DEF,Rear Suspension Module,True,52.73,82.0,37.0,None,DHXYCX6ZSA75DC1UY,SUP-01,Atlas Fasteners,India,WO-2025200,True,T-102,Torque Gun,True,manual,,,2.59,No,117,B,False,2591576.0,43192.93,False,True,False,invalid_cycle_time
EVT-00548,GA-1,STN-01,2025-01-14 17:28:00,202-MNO,Brake Cylinder,True,41.0,98.8,41.6,None,6FTL5XNA34TVBGWNK,SUP-05,Prime Casting Solutions,Japan,WO-2025267,True,T-101,Fixture Clamp,True,manual,,,2.54,No,115,B,False,,,True,False,False,
EVT-00549,GA-1,STN-07,2025-02-10 13:56:00,789-GHI,Steering Rack,True,65.08,82.39,39.9,None,4SFVS984JAVKE2324,SUP-11,Vector Drive Components,USA,WO-2025210,True,T-107,Seal Applicator,True,sensor,S1,Material Defect,3.24,No,124,A,False,120.0,2.0,True,False,False,
EVT-00550,GA-2,STN-07,2025-01-10 19:04:38,789-GHI,Steering Rack,True,56.2,81.4,47.5,None,CL7XYD6KKSKAB1Z2M,SUP-09,Nova Sensor Systems,South Korea,WO-2025261,True,T-107,Seal Applicator,True,sensor,,,2.69,No,114,B,False,,,True,False,False,
EVT-00551,GA-2,STN-01,2025-03-13 05:55:00,123-ABC,Front Axle Assembly,True,49.16,90.3,52.5,None,ED00MUG2B4JTV4WZL,SUP-05,Prime Casting Solutions,Japan,WO-2025154,True,T-101,Fixture Clamp,True,camera,,,3.0,No,110,C,False,,,True,False,False,
EVT-00552,GA-3,STN-09,2025-04-11 11:13:00,789-GHI,Steering Rack,True,41.21,87.0,51.1,None,UM6Y4K4PXA4S0MXDD,SUP-01,Atlas Fasteners,India,WO-2025133,True,T-109,End-of-Line Scanner,True,sensor,,,2.34,No,115,A,False,370.0,6.17,True,False,False,
EVT-00553,GA-3,STN-01,2025-06-06 13:45:44,456-DEF,Rear Suspension Module,True,60.18,59.9,51.0,None,5FUM7TBTYCZ643M34,SUP-05,Prime Casting Solutions,Japan,WO-2025138,True,T-101,Fixture Clamp,True,sensor,S4,Sensor Fault,3.33,No,110,A,True,,,True,False,False,
EVT-00554,GA-1,STN-05,2025-05-11 13:05:20,202-MNO,Brake Cylinder,True,60.69,85.39,45.2,None,YAPTRM6SFFUYX72S4,SUP-11,Vector Drive Components,USA,WO-2025002,True,T-105,Press Tool,True,camera,,,4.7,No,124,A,False,589.0,9.82,True,False,False,
EVT-00555,GA-2,STN-03,2025-08-14 17:21:35,101-JKL,Battery Cooling Harness,True,64.06,101.89,47.6,None,TB7Y6UXU89CUGK8RD,SUP-02,Precision Motion Works,Germany,WO-2025132,True,T103,,False,manual,,,3.21,No,115,B,False,204.0,3.4,True,False,False,invalid_tool_id
EVT-00556,GA-2,STN-05,2025-02-02 16:50:12,101-JKL,Battery Cooling Harness,True,49.67,82.2,33.5,None,VRWK8T6DDKDENU3DT,SUP-02,Precision Motion Works,Germany,WO-2025262,True,T-105,Press Tool,True,manual,,,4.13,No,114,B,False,410.0,6.83,True,False,False,
EVT-00557,GA-1,STN-09,2025-03-07 15:37:16,456-DEF,Rear Suspension Module,True,55.49,82.9,53.2,None,VLP2241AFV3C40XAM,SUP-09,Nova Sensor Systems,South Korea,WO-2025272,True,T-109,End-of-Line Scanner,True,sensor,,,2.13,No,123,B,False,702.0,11.7,False,True,False,invalid_cycle_time
EVT-00558,GA-3,STN-07,2025-03-16 06:02:00,123-ABC,Front Axle Assembly,True,48.65,48.4,40.1,None,NFRPHPABDD5TB8MGB,SUP-11,Vector Drive Components,USA,WO-2025190,True,T-107,Seal Applicator,True,sensor,S1,Material Defect,3.12,No,120,A,True,240.0,4.0,True,False,False,
EVT-00559,GA-1,STN-02,2025-03-05 16:29:51,202-MNO,Brake Cylinder,True,64.16,99.6,20.5,None,P9RJR1YTM9GM52SD5,SUP-11,Vector Drive Components,USA,WO-2025050,True,T-102,Torque Gun,True,sensor,,,3.68,No,117,B,True,,,True,False,False,
EVT-00560,GA-1,STN-05,2025-11-08 07:39:17,101-JKL,Battery Cooling Harness,True,47.63,88.9,34.0,None,F07ZGVD6PP7F6B1L8,SUP-09,Nova Sensor Systems,South Korea,WO-2025153,True,T-105,Press Tool,True,sensor,,,4.03,No,116,A,False,1001.0,16.68,False,True,False,invalid_cycle_time
EVT-00561,GA-2,STN-02,2025-02-10 12:23:04,303-PQR,Door Lock Module,True,58.24,98.1,49.1,Repair,1VKBG4FK229FRJ0H9,SUP-01,Atlas Fasteners,India,WO-2025184,True,T102,,False,camera,S3,Assembly Error,3.13,No,106,A,False,124.0,2.07,True,False,False,invalid_tool_id
